Suhu Udara (°C),Tekanan Udara Area Pit (hPa),Kelembapan Jalur Hauling (%),Kecepatan Angin (m/s),Curah Hujan (mm),Kepadatan Dump Truck (Unit/Jam),Indeks Aktivitas Blasting (Ppm),Debu_1_Jam_Lalu,Debu_2_Jam_Lalu,Tren_Suhu_3Jam,Tren_Truk_3Jam
25.6,1012.5,15.9,1.7,0.0,1500.0,17.0,94.0,94.0,23.900000000000006,1566.6666666666667
26.6,1012.0,15.6,1.1,0.0,1200.0,14.0,103.0,94.0,25.36666666666667,1433.3333333333333
27.3,1011.3,15.3,1.8,0.0,900.0,13.0,91.0,103.0,26.50000000000001,1200.0
28.2,1010.5,14.1,1.3,0.0,700.0,11.0,62.0,91.0,27.36666666666667,933.3333333333334
28.7,1009.9,14.1,1.1,0.0,500.0,8.0,40.0,62.0,28.066666666666674,700.0
29.1,1009.9,14.1,1.1,0.0,400.0,8.0,30.0,40.0,28.66666666666667,533.3333333333334
28.4,1009.6,14.2,0.9,0.0,400.0,8.0,8.0,30.0,28.733333333333338,433.3333333333333
25.3,1010.0,16.4,0.7,0.0,400.0,7.0,20.0,8.0,27.600000000000005,400.0
23.7,1010.4,15.5,1.4,0.0,400.0,7.0,23.0,20.0,25.8,400.0
21.1,1011.1,17.1,0.8,0.0,600.0,6.0,22.0,23.0,23.366666666666674,466.6666666666667
20.1,1011.6,16.9,0.1,0.0,700.0,6.0,27.0,22.0,21.63333333333334,566.6666666666666
19.5,1011.9,17.3,0.2,0.0,1000.0,9.0,43.0,27.0,20.233333333333338,766.6666666666666
19.3,1011.9,18.0,0.0,0.0,1200.0,10.0,70.0,43.0,19.63333333333334,966.6666666666666
19.2,1012.0,17.0,1.4,0.0,1300.0,6.0,85.0,70.0,19.33333333333334,1166.6666666666667
19.4,1011.9,16.2,1.2,0.0,1500.0,6.0,90.0,85.0,19.300000000000004,1333.3333333333333
19.2,1011.5,16.2,1.0,0.0,1400.0,11.0,89.0,90.0,19.26666666666667,1400.0
18.9,1011.5,16.5,1.1,0.0,1200.0,15.0,90.0,89.0,19.16666666666667,1366.6666666666667
18.9,1011.4,16.1,0.9,0.0,900.0,13.0,100.0,90.0,19.000000000000004,1166.6666666666667
18.6,1011.9,15.7,0.5,0.0,400.0,10.0,90.0,100.0,18.8,833.3333333333334
18.5,1012.0,15.4,0.8,0.0,400.0,7.0,47.0,90.0,18.66666666666667,566.6666666666666
19.1,1012.5,16.3,0.9,0.0,600.0,7.0,29.0,47.0,18.733333333333338,466.6666666666667
19.9,1012.9,15.7,1.7,0.0,700.0,5.0,28.0,29.0,19.16666666666667,566.6666666666666
20.6,1012.7,15.8,1.4,0.0,500.0,5.0,28.0,28.0,19.866666666666674,600.0
21.8,1013.0,16.7,1.2,0.0,700.0,6.0,35.0,28.0,20.76666666666667,633.3333333333334
22.6,1012.8,17.3,1.3,0.0,1300.0,12.0,39.0,35.0,21.666666666666675,833.3333333333334
23.7,1012.0,17.4,1.4,0.0,1800.0,23.0,55.0,39.0,22.700000000000003,1266.6666666666667
24.1,1011.1,17.3,1.1,0.0,1700.0,25.0,86.0,55.0,23.466666666666672,1600.0
24.7,1010.6,17.9,0.5,0.0,1600.0,34.0,86.0,86.0,24.16666666666667,1700.0
24.7,1009.7,18.4,0.9,0.0,1600.0,61.0,105.0,86.0,24.500000000000004,1633.3333333333333
24.7,1009.1,18.6,1.3,0.0,1600.0,53.0,121.0,105.0,24.7,1600.0
24.3,1008.9,18.9,1.2,0.0,1700.0,50.0,116.0,121.0,24.566666666666674,1633.3333333333333
22.1,1008.9,19.6,1.9,8.6,1700.0,43.0,117.0,116.0,23.700000000000003,1666.6666666666667
21.1,1008.9,20.3,0.1,0.0,2400.0,36.0,128.0,117.0,22.500000000000004,1933.3333333333333
20.9,1009.7,20.2,1.0,0.6,3000.0,19.0,148.0,128.0,21.366666666666674,2366.6666666666665
20.5,1009.8,20.0,0.7,0.1,1900.0,18.0,165.0,148.0,20.83333333333334,2433.3333333333335
19.4,1010.2,17.9,1.6,0.0,1900.0,12.0,112.0,165.0,20.26666666666667,2266.6666666666665
18.5,1009.4,17.5,1.0,0.0,1600.0,13.0,98.0,112.0,19.46666666666667,1800.0
18.5,1009.2,17.7,0.4,0.0,500.0,7.0,103.0,98.0,18.8,1333.3333333333333
18.2,1008.9,17.7,0.5,0.0,500.0,6.0,38.0,103.0,18.400000000000006,866.6666666666666
18.8,1009.0,18.0,1.0,0.0,500.0,5.0,21.0,38.0,18.500000000000004,500.0
18.7,1008.6,17.9,1.3,0.0,700.0,4.0,25.0,21.0,18.566666666666674,566.6666666666666
18.5,1008.2,17.7,0.2,0.0,600.0,4.0,30.0,25.0,18.66666666666667,600.0
18.7,1008.2,17.9,0.7,0.0,500.0,5.0,50.0,30.0,18.63333333333334,600.0
19.1,1008.5,17.4,1.9,0.0,600.0,4.0,54.0,50.0,18.76666666666667,566.6666666666666
18.8,1008.5,18.1,1.3,0.2,700.0,3.0,40.0,54.0,18.86666666666667,600.0
19.1,1008.5,18.4,0.6,0.0,1000.0,7.0,65.0,40.0,19.000000000000007,766.6666666666666
19.3,1008.6,18.5,0.7,0.0,1200.0,10.0,63.0,65.0,19.066666666666674,966.6666666666666
20.9,1008.8,18.8,0.6,0.0,1500.0,11.0,84.0,63.0,19.76666666666667,1233.3333333333333
23.3,1008.3,18.4,0.0,0.0,1700.0,14.0,90.0,84.0,21.16666666666667,1466.6666666666667
24.2,1007.3,17.4,1.4,0.0,1400.0,19.0,116.0,90.0,22.800000000000008,1533.3333333333333
25.0,1006.7,16.7,1.8,0.0,1000.0,19.0,133.0,116.0,24.16666666666667,1366.6666666666667
25.7,1005.9,16.3,1.6,0.0,700.0,18.0,109.0,133.0,24.96666666666667,1033.3333333333333
25.5,1005.5,16.6,2.9,0.0,600.0,16.0,89.0,109.0,25.400000000000006,766.6666666666666
25.5,1005.2,17.2,1.3,0.0,500.0,14.0,62.0,89.0,25.566666666666674,600.0
24.6,1004.9,16.3,2.6,0.0,500.0,14.0,67.0,62.0,25.200000000000006,533.3333333333334
23.4,1005.0,16.7,2.6,0.0,500.0,14.0,68.0,67.0,24.500000000000004,500.0
22.4,1005.5,16.9,2.1,0.0,600.0,15.0,73.0,68.0,23.46666666666667,533.3333333333334
21.9,1006.5,17.1,1.1,0.0,700.0,15.0,81.0,73.0,22.566666666666674,600.0
22.0,1006.9,17.4,2.1,0.0,800.0,14.0,82.0,81.0,22.100000000000005,700.0
21.4,1006.7,17.4,2.8,0.0,900.0,15.0,94.0,82.0,21.76666666666667,800.0
21.1,1006.8,17.3,1.5,0.0,900.0,15.0,97.0,94.0,21.500000000000004,866.6666666666666
20.9,1006.5,17.5,0.8,0.0,700.0,14.0,104.0,97.0,21.133333333333336,833.3333333333334
20.0,1006.1,18.0,0.1,0.0,600.0,14.0,94.0,104.0,20.66666666666667,733.3333333333334
19.3,1006.0,18.0,0.2,0.0,600.0,14.0,93.0,94.0,20.066666666666674,633.3333333333334
18.6,1006.1,17.6,0.8,0.0,700.0,13.0,97.0,93.0,19.300000000000008,633.3333333333334
18.1,1005.8,17.5,0.0,0.0,700.0,12.0,100.0,97.0,18.66666666666667,666.6666666666666
18.1,1005.8,17.6,0.6,0.0,700.0,12.0,90.0,100.0,18.266666666666676,700.0
18.0,1006.1,17.7,0.8,0.0,700.0,11.0,93.0,90.0,18.066666666666674,700.0
18.5,1006.5,18.2,1.4,0.0,1000.0,9.0,111.0,93.0,18.200000000000006,800.0
21.0,1007.3,16.8,1.6,0.0,1200.0,10.0,119.0,111.0,19.16666666666667,966.6666666666666
23.9,1007.9,15.9,2.9,0.0,1300.0,12.0,131.0,119.0,21.133333333333336,1166.6666666666667
26.2,1008.2,11.5,3.3,0.0,1000.0,18.0,132.0,131.0,23.700000000000003,1166.6666666666667
26.9,1007.7,11.0,2.7,0.0,500.0,15.0,98.0,132.0,25.666666666666668,933.3333333333334
27.6,1007.5,11.2,2.0,0.0,300.0,8.0,24.0,98.0,26.900000000000006,600.0
28.7,1007.1,9.4,1.7,0.0,200.0,7.0,7.0,24.0,27.733333333333338,333.3333333333333
29.7,1006.2,9.2,2.4,0.0,300.0,10.0,10.0,7.0,28.66666666666667,266.6666666666667
29.7,1006.1,4.3,3.4,0.0,200.0,11.0,9.0,10.0,29.36666666666667,233.33333333333334
29.6,1005.8,5.6,2.2,0.0,300.0,11.0,3.0,9.0,29.66666666666667,266.6666666666667
29.7,1005.8,7.6,1.0,0.0,300.0,10.0,12.0,3.0,29.66666666666667,266.6666666666667
26.5,1006.1,8.5,1.0,0.0,200.0,8.0,4.0,12.0,28.600000000000005,266.6666666666667
20.5,1006.3,12.2,0.5,0.0,300.0,7.0,3.0,4.0,25.566666666666674,266.6666666666667
18.1,1006.6,10.7,0.9,0.0,400.0,7.0,8.0,3.0,21.700000000000006,300.0
17.3,1007.8,12.2,0.2,0.0,700.0,6.0,11.0,8.0,18.63333333333334,466.6666666666667
16.7,1008.2,12.8,0.4,0.0,1200.0,9.0,21.0,11.0,17.36666666666667,766.6666666666666
16.2,1008.3,13.7,0.0,0.0,1200.0,10.0,32.0,21.0,16.733333333333338,1033.3333333333333
16.3,1008.8,11.4,0.8,0.0,1200.0,9.0,29.0,32.0,16.400000000000006,1200.0
16.0,1008.7,11.8,0.9,0.0,1100.0,11.0,29.0,29.0,16.16666666666667,1166.6666666666667
15.8,1008.9,12.2,1.0,0.0,1100.0,13.0,33.0,29.0,16.033333333333335,1133.3333333333333
15.3,1008.9,12.4,0.9,0.0,700.0,11.0,50.0,33.0,15.700000000000005,966.6666666666666
14.3,1009.3,11.6,0.0,0.0,200.0,7.0,38.0,50.0,15.13333333333334,666.6666666666666
13.6,1009.1,11.8,0.8,0.0,200.0,6.0,23.0,38.0,14.400000000000006,366.6666666666667
14.2,1009.8,11.4,1.4,0.0,200.0,5.0,17.0,23.0,14.033333333333339,200.0
15.0,1010.2,11.6,1.0,0.0,300.0,6.0,16.0,17.0,14.266666666666671,233.33333333333334
18.4,1010.6,12.6,0.7,0.0,300.0,6.0,18.0,16.0,15.866666666666669,266.6666666666667
21.2,1010.9,12.3,1.5,0.0,400.0,10.0,18.0,18.0,18.200000000000003,333.3333333333333
23.0,1010.8,13.2,1.8,0.0,500.0,11.0,27.0,18.0,20.86666666666667,400.0
24.4,1010.4,14.5,0.9,0.0,1400.0,28.0,29.0,27.0,22.86666666666667,766.6666666666666
26.4,1009.5,14.8,1.1,0.0,1400.0,33.0,77.0,29.0,24.600000000000005,1100.0
27.8,1008.6,15.5,3.4,0.0,1400.0,30.0,96.0,77.0,26.200000000000003,1400.0
28.6,1007.4,16.8,3.2,0.0,1200.0,24.0,97.0,96.0,27.600000000000005,1333.3333333333333
28.8,1007.3,17.3,2.3,0.0,600.0,15.0,95.0,97.0,28.400000000000006,1066.6666666666667
28.6,1006.7,16.8,3.7,0.0,500.0,18.0,63.0,95.0,28.66666666666667,766.6666666666666
27.9,1006.9,16.5,2.8,0.0,600.0,24.0,62.0,63.0,28.433333333333337,566.6666666666666
26.7,1007.0,17.7,2.3,0.0,600.0,21.0,81.0,62.0,27.733333333333338,566.6666666666666
25.5,1007.2,17.2,1.6,0.0,700.0,21.0,72.0,81.0,26.700000000000003,633.3333333333334
24.9,1007.8,16.3,2.0,0.0,800.0,27.0,74.0,72.0,25.700000000000006,700.0
23.8,1008.3,16.3,2.0,0.0,800.0,20.0,101.0,74.0,24.733333333333338,766.6666666666666
23.5,1008.4,16.3,1.3,0.0,800.0,16.0,78.0,101.0,24.066666666666674,800.0
22.5,1008.5,17.0,0.9,0.0,800.0,16.0,71.0,78.0,23.26666666666667,800.0
19.6,1008.4,17.0,0.8,0.0,900.0,16.0,71.0,71.0,21.866666666666674,833.3333333333334
19.1,1008.4,17.1,0.9,0.0,900.0,18.0,85.0,71.0,20.400000000000006,866.6666666666666
18.3,1007.9,16.8,0.4,0.0,1000.0,16.0,94.0,85.0,19.000000000000007,933.3333333333334
18.0,1007.8,17.2,0.6,0.0,1000.0,12.0,102.0,94.0,18.466666666666672,966.6666666666666
17.8,1007.5,17.3,1.0,0.0,1000.0,10.0,109.0,102.0,18.033333333333335,1000.0
17.7,1007.7,17.2,0.8,0.0,1100.0,13.0,111.0,109.0,17.83333333333334,1033.3333333333333
17.6,1008.1,17.1,1.3,0.0,1100.0,13.0,116.0,111.0,17.700000000000006,1066.6666666666667
17.9,1008.6,17.4,1.1,0.0,1200.0,10.0,126.0,116.0,17.733333333333338,1133.3333333333333
19.3,1008.4,17.3,1.7,0.0,1400.0,9.0,122.0,126.0,18.26666666666667,1233.3333333333333
20.9,1008.5,17.3,1.6,0.0,1700.0,13.0,125.0,122.0,19.36666666666667,1433.3333333333333
22.3,1008.6,17.0,1.6,0.0,1600.0,34.0,141.0,125.0,20.83333333333334,1566.6666666666667
24.0,1007.9,17.7,1.1,0.0,2100.0,16.0,142.0,141.0,22.400000000000006,1800.0
25.6,1007.0,17.8,1.6,0.0,2100.0,18.0,155.0,142.0,23.96666666666667,1933.3333333333333
24.6,1006.3,18.8,0.4,0.0,2200.0,26.0,174.0,155.0,24.733333333333338,2133.3333333333335
24.0,1005.7,17.7,1.8,0.0,1400.0,48.0,187.0,174.0,24.733333333333338,1900.0
23.6,1004.9,18.0,1.2,0.0,1300.0,49.0,147.0,187.0,24.066666666666674,1633.3333333333333
25.2,1004.0,18.2,1.1,0.0,1400.0,49.0,144.0,147.0,24.26666666666667,1366.6666666666667
24.6,1003.4,19.9,0.1,0.0,1600.0,57.0,144.0,144.0,24.466666666666672,1433.3333333333333
23.7,1003.1,19.0,0.5,0.0,1600.0,63.0,159.0,144.0,24.500000000000004,1533.3333333333333
23.1,1003.3,19.1,0.5,0.0,1900.0,32.0,156.0,159.0,23.8,1700.0
22.5,1003.8,18.9,0.7,0.0,1800.0,28.0,176.0,156.0,23.100000000000005,1766.6666666666667
22.3,1003.8,19.5,0.2,0.0,1900.0,23.0,181.0,176.0,22.63333333333334,1866.6666666666667
21.7,1003.6,19.8,0.8,0.0,2000.0,17.0,191.0,181.0,22.16666666666667,1900.0
19.6,1002.1,18.1,1.0,4.0,2300.0,14.0,206.0,191.0,21.200000000000006,2066.6666666666665
19.0,1003.6,18.3,1.1,0.1,1300.0,13.0,224.0,206.0,20.100000000000005,1866.6666666666667
19.2,1003.3,17.2,2.5,0.0,700.0,3.0,144.0,224.0,19.26666666666667,1433.3333333333333
19.0,1002.7,17.0,2.8,0.0,800.0,3.0,54.0,144.0,19.066666666666674,933.3333333333334
18.9,1002.3,17.4,1.0,0.0,500.0,2.0,90.0,54.0,19.033333333333335,666.6666666666666
17.8,1002.0,17.2,0.0,0.0,500.0,3.0,61.0,90.0,18.56666666666667,600.0
18.1,1002.1,17.6,0.1,0.0,500.0,3.0,53.0,61.0,18.266666666666673,500.0
17.9,1002.0,17.6,0.9,0.0,600.0,2.0,39.0,53.0,17.93333333333334,533.3333333333334
18.5,1002.1,17.8,1.3,0.0,600.0,2.0,41.0,39.0,18.16666666666667,566.6666666666666
18.7,1002.0,17.9,1.4,0.0,600.0,3.0,67.0,41.0,18.36666666666667,600.0
18.9,1001.7,18.1,1.2,0.0,700.0,4.0,72.0,67.0,18.700000000000003,633.3333333333334
19.1,1001.8,18.1,1.4,0.0,800.0,4.0,68.0,72.0,18.900000000000006,700.0
19.6,1001.3,18.3,1.8,0.0,1000.0,6.0,44.0,68.0,19.200000000000003,833.3333333333334
19.8,1000.4,18.6,1.8,0.0,1000.0,6.0,58.0,44.0,19.500000000000007,933.3333333333334
20.2,999.9,18.3,0.8,0.0,1000.0,3.0,62.0,58.0,19.866666666666674,1000.0
20.5,999.5,18.6,0.9,0.0,1000.0,2.0,77.0,62.0,20.16666666666667,1000.0
20.3,998.9,19.0,1.4,0.0,1100.0,4.0,85.0,77.0,20.33333333333334,1033.3333333333333
20.3,998.8,19.1,1.4,0.0,1200.0,4.0,102.0,85.0,20.36666666666667,1100.0
20.3,998.6,19.3,1.1,0.0,1400.0,5.0,108.0,102.0,20.3,1233.3333333333333
20.2,998.7,19.5,1.2,0.0,1500.0,4.0,124.0,108.0,20.26666666666667,1366.6666666666667
19.9,998.9,19.2,1.0,0.0,1900.0,5.0,125.0,124.0,20.13333333333334,1600.0
19.8,1001.8,19.3,2.6,0.0,1900.0,5.0,130.0,125.0,19.966666666666672,1766.6666666666667
19.9,1001.6,19.6,2.3,0.8,1900.0,6.0,157.0,130.0,19.86666666666667,1900.0
19.8,1000.5,19.5,1.3,0.0,1400.0,5.0,163.0,157.0,19.83333333333334,1733.3333333333333
19.9,1000.5,19.7,1.0,0.1,1500.0,5.0,100.0,163.0,19.86666666666667,1600.0
19.9,1000.8,19.7,1.0,0.0,1600.0,4.0,67.0,100.0,19.86666666666667,1500.0
20.1,1000.7,19.9,0.5,0.0,1600.0,5.0,65.0,67.0,19.966666666666672,1566.6666666666667
19.9,1000.6,19.7,1.2,0.0,1600.0,6.0,95.0,65.0,19.96666666666667,1600.0
19.4,1000.3,19.2,1.4,0.0,1600.0,6.0,109.0,95.0,19.800000000000008,1600.0
19.0,1001.0,18.8,1.0,0.1,1200.0,6.0,109.0,109.0,19.433333333333337,1466.6666666666667
18.8,1001.4,18.6,1.0,0.0,1200.0,6.0,75.0,109.0,19.066666666666674,1333.3333333333333
19.2,1001.8,19.2,1.2,0.0,1400.0,5.0,93.0,75.0,19.000000000000004,1266.6666666666667
19.2,1002.9,19.2,1.2,0.0,1300.0,4.0,80.0,93.0,19.06666666666667,1300.0
19.0,1003.6,19.0,0.0,0.0,1300.0,3.0,65.0,80.0,19.133333333333336,1333.3333333333333
20.2,1003.8,20.0,1.4,0.0,1300.0,3.0,68.0,65.0,19.466666666666672,1300.0
23.3,1003.9,19.7,0.8,0.0,1300.0,4.0,55.0,68.0,20.83333333333334,1300.0
25.4,1003.5,20.6,0.8,0.0,1400.0,5.0,63.0,55.0,22.96666666666667,1333.3333333333333
28.1,1003.0,18.5,1.6,0.0,1400.0,8.0,80.0,63.0,25.600000000000005,1366.6666666666667
31.1,1002.8,12.0,2.1,0.0,700.0,11.0,103.0,80.0,28.200000000000006,1166.6666666666667
31.6,1002.8,9.2,1.4,0.0,500.0,8.0,42.0,103.0,30.26666666666667,866.6666666666666
31.6,1002.3,6.6,1.7,0.0,200.0,6.0,32.0,42.0,31.433333333333337,466.6666666666667
31.3,1002.3,7.7,1.5,0.0,200.0,9.0,15.0,32.0,31.500000000000004,300.0
30.6,1002.7,5.8,1.2,0.0,300.0,10.0,12.0,15.0,31.16666666666667,233.33333333333334
26.9,1003.2,11.0,0.7,0.0,200.0,10.0,3.0,12.0,29.600000000000005,233.33333333333334
21.3,1004.0,11.6,0.5,0.0,300.0,6.0,9.0,3.0,26.26666666666667,266.6666666666667
19.6,1005.1,10.6,0.6,0.0,400.0,4.0,12.0,9.0,22.600000000000005,300.0
19.1,1006.1,9.8,1.0,0.0,500.0,5.0,15.0,12.0,20.000000000000007,400.0
18.7,1006.6,10.0,0.0,0.0,500.0,5.0,23.0,15.0,19.13333333333334,466.6666666666667
16.2,1006.5,11.6,0.6,0.0,600.0,7.0,24.0,23.0,18.000000000000004,533.3333333333334
15.3,1006.7,10.9,0.9,0.0,800.0,8.0,22.0,24.0,16.733333333333338,633.3333333333334
16.2,1006.6,12.0,0.7,0.0,800.0,9.0,29.0,22.0,15.900000000000006,733.3333333333334
16.0,1007.0,10.5,0.7,0.0,300.0,5.0,27.0,29.0,15.833333333333337,633.3333333333334
15.8,1007.2,10.8,0.6,0.0,300.0,6.0,16.0,27.0,16.000000000000004,466.6666666666667
15.5,1008.1,10.7,0.0,0.0,200.0,4.0,18.0,16.0,15.766666666666671,266.6666666666667
16.4,1009.3,10.7,1.2,0.0,100.0,4.0,11.0,18.0,15.900000000000006,200.0
15.7,1009.3,11.5,0.0,0.0,300.0,8.0,9.0,11.0,15.866666666666669,200.0
16.4,1010.0,11.1,0.8,0.0,300.0,7.0,21.0,9.0,16.16666666666667,233.33333333333334
17.1,1010.6,10.0,1.0,0.0,200.0,5.0,15.0,21.0,16.400000000000006,266.6666666666667
20.7,1011.1,8.3,1.6,0.0,200.0,5.0,15.0,15.0,18.06666666666667,233.33333333333334
22.5,1011.0,5.4,1.1,0.0,300.0,7.0,11.0,15.0,20.100000000000005,233.33333333333334
23.2,1010.6,6.5,2.1,0.0,200.0,5.0,13.0,11.0,22.13333333333334,233.33333333333334
25.0,1009.5,8.9,1.4,0.0,300.0,9.0,12.0,13.0,23.566666666666674,266.6666666666667
25.4,1008.4,7.5,1.0,0.0,400.0,13.0,15.0,12.0,24.533333333333335,300.0
26.7,1007.5,9.5,1.7,0.0,600.0,19.0,16.0,15.0,25.700000000000003,433.3333333333333
26.2,1007.0,9.5,1.5,0.0,700.0,24.0,24.0,16.0,26.100000000000005,566.6666666666666
25.1,1006.8,12.0,1.8,0.0,600.0,19.0,29.0,24.0,26.000000000000004,633.3333333333334
24.3,1006.5,11.9,1.0,0.0,500.0,14.0,30.0,29.0,25.200000000000006,600.0
23.1,1006.8,12.1,1.3,0.0,600.0,15.0,19.0,30.0,24.16666666666667,566.6666666666666
21.2,1006.6,13.4,0.8,0.0,600.0,15.0,23.0,19.0,22.866666666666674,566.6666666666666
20.9,1007.5,13.3,0.8,0.0,600.0,12.0,25.0,23.0,21.733333333333338,600.0
20.2,1007.4,13.4,0.4,0.0,700.0,15.0,22.0,25.0,20.76666666666667,633.3333333333334
19.1,1007.3,14.8,0.1,0.0,700.0,14.0,33.0,22.0,20.06666666666667,666.6666666666666
20.1,1007.3,14.7,1.4,0.0,500.0,16.0,33.0,33.0,19.800000000000004,633.3333333333334
18.6,1007.3,15.3,1.0,0.0,600.0,14.0,32.0,33.0,19.266666666666673,600.0
17.5,1007.2,15.3,0.1,0.0,900.0,13.0,27.0,32.0,18.733333333333338,666.6666666666666
17.1,1007.0,15.4,0.6,0.0,800.0,13.0,24.0,27.0,17.733333333333338,766.6666666666666
16.9,1007.2,15.4,0.0,0.0,600.0,10.0,29.0,24.0,17.16666666666667,766.6666666666666
16.7,1007.0,14.9,1.0,0.0,700.0,12.0,22.0,29.0,16.900000000000006,700.0
16.4,1007.2,14.1,1.4,0.0,1000.0,13.0,27.0,22.0,16.66666666666667,766.6666666666666
16.3,1007.6,14.1,1.3,0.0,900.0,14.0,30.0,27.0,16.466666666666672,866.6666666666666
16.8,1007.7,14.4,1.1,0.0,900.0,13.0,43.0,30.0,16.500000000000004,933.3333333333334
18.2,1007.7,14.1,1.3,0.0,1100.0,19.0,42.0,43.0,17.100000000000005,966.6666666666666
19.3,1007.6,14.8,1.6,0.0,1100.0,18.0,69.0,42.0,18.100000000000005,1033.3333333333333
20.2,1007.3,14.6,1.2,0.0,1100.0,20.0,62.0,69.0,19.233333333333338,1100.0
22.0,1007.0,15.6,1.4,0.0,1200.0,21.0,54.0,62.0,20.500000000000004,1133.3333333333333
23.9,1006.3,15.7,1.4,0.0,1000.0,25.0,61.0,54.0,22.033333333333342,1100.0
25.2,1005.2,15.8,1.7,0.0,1000.0,25.0,60.0,61.0,23.700000000000003,1066.6666666666667
26.4,1004.4,15.1,2.6,0.0,900.0,28.0,60.0,60.0,25.16666666666667,966.6666666666666
25.8,1004.1,14.0,1.9,0.0,1100.0,29.0,55.0,60.0,25.8,1000.0
24.8,1003.8,14.3,1.6,0.0,1000.0,28.0,52.0,55.0,25.66666666666667,1000.0
24.1,1003.9,15.0,1.7,0.0,700.0,17.0,44.0,52.0,24.900000000000006,933.3333333333334
23.0,1003.6,15.6,2.2,0.0,900.0,18.0,30.0,44.0,23.966666666666672,866.6666666666666
22.2,1004.4,16.2,1.5,0.0,1200.0,20.0,34.0,30.0,23.100000000000005,933.3333333333334
21.2,1005.2,15.9,1.2,0.0,1400.0,23.0,45.0,34.0,22.133333333333336,1166.6666666666667
21.5,1005.7,17.1,0.6,0.0,1000.0,23.0,50.0,45.0,21.633333333333336,1200.0
19.4,1006.2,17.4,0.5,0.0,1000.0,23.0,48.0,50.0,20.700000000000003,1133.3333333333333
19.3,1006.3,17.8,0.4,0.0,1400.0,20.0,48.0,48.0,20.06666666666667,1133.3333333333333
19.4,1006.5,18.1,0.2,0.0,1400.0,16.0,62.0,48.0,19.36666666666667,1266.6666666666667
19.5,1006.5,17.6,1.1,0.0,1700.0,19.0,67.0,62.0,19.400000000000006,1500.0
19.8,1006.7,17.2,0.8,0.0,1600.0,21.0,67.0,67.0,19.566666666666674,1566.6666666666667
19.9,1006.8,17.3,0.0,0.0,1500.0,18.0,72.0,67.0,19.733333333333338,1600.0
19.8,1006.8,17.0,1.2,0.0,1900.0,23.0,90.0,72.0,19.83333333333334,1666.6666666666667
19.6,1007.3,17.2,1.3,0.0,1900.0,20.0,97.0,90.0,19.766666666666673,1766.6666666666667
19.4,1007.8,17.5,0.6,0.0,2100.0,26.0,86.0,97.0,19.600000000000005,1966.6666666666667
19.7,1008.4,17.7,1.5,0.0,1800.0,24.0,75.0,86.0,19.566666666666674,1933.3333333333333
20.2,1008.9,17.6,1.3,0.0,1500.0,20.0,74.0,75.0,19.76666666666667,1800.0
20.5,1008.6,17.7,1.6,0.0,1300.0,15.0,72.0,74.0,20.133333333333336,1533.3333333333333
20.5,1009.7,18.8,0.0,0.0,1300.0,17.0,74.0,72.0,20.400000000000006,1366.6666666666667
20.3,1009.9,19.3,0.0,0.7,1600.0,17.0,72.0,74.0,20.433333333333337,1400.0
20.0,1009.5,19.5,0.9,1.3,1500.0,15.0,81.0,72.0,20.26666666666667,1466.6666666666667
20.3,1009.7,19.6,1.0,0.8,1900.0,13.0,83.0,81.0,20.200000000000006,1666.6666666666667
20.5,1009.3,19.8,0.7,0.2,2000.0,14.0,85.0,83.0,20.26666666666667,1800.0
20.4,1009.8,19.7,0.7,0.0,2000.0,13.0,88.0,85.0,20.400000000000002,1966.6666666666667
20.5,1009.8,20.0,0.1,0.1,1900.0,11.0,94.0,88.0,20.466666666666672,1966.6666666666667
20.5,1009.9,20.2,0.7,0.0,1900.0,12.0,88.0,94.0,20.466666666666672,1933.3333333333333
20.6,1010.4,20.1,0.5,0.1,2000.0,12.0,71.0,88.0,20.53333333333334,1933.3333333333333
19.4,1010.9,18.9,0.6,0.0,1900.0,15.0,88.0,71.0,20.16666666666667,1933.3333333333333
18.9,1011.7,18.6,0.0,0.0,2000.0,13.0,89.0,88.0,19.633333333333336,1966.6666666666667
19.0,1012.1,18.8,0.6,0.0,2200.0,13.0,72.0,89.0,19.100000000000005,2033.3333333333333
19.3,1012.9,19.1,0.6,0.0,2200.0,12.0,92.0,72.0,19.066666666666674,2133.3333333333335
19.5,1012.8,19.3,1.2,0.0,2600.0,17.0,92.0,92.0,19.26666666666667,2333.3333333333335
19.5,1013.0,19.3,0.6,0.0,2600.0,17.0,88.0,92.0,19.433333333333337,2466.6666666666665
19.6,1013.2,19.4,0.9,0.0,2600.0,19.0,93.0,88.0,19.533333333333342,2600.0
19.6,1013.3,19.3,0.8,0.0,2600.0,16.0,93.0,93.0,19.566666666666674,2600.0
19.7,1013.8,19.4,0.5,0.1,2600.0,16.0,93.0,93.0,19.63333333333334,2600.0
19.8,1013.9,19.5,0.5,1.0,2500.0,13.0,101.0,93.0,19.700000000000003,2566.6666666666665
19.7,1014.3,19.5,0.0,1.8,2400.0,14.0,101.0,101.0,19.733333333333338,2500.0
19.7,1014.5,19.5,0.8,1.8,2400.0,14.0,113.0,101.0,19.733333333333338,2433.3333333333335
19.8,1014.8,19.6,1.1,0.7,2400.0,14.0,113.0,113.0,19.733333333333338,2400.0
20.1,1015.3,19.9,0.5,0.4,2400.0,14.0,113.0,113.0,19.86666666666667,2400.0
